x,y,z
2.924999999999999822e-02,7.500000000000001110e-02,5.561002687500000291e-03
2.849999999999999756e-02,1.500000000000000222e-01,-6.773016093749998842e-03
2.849999999999999756e-02,1.500000000000000222e-01,-2.709206437499998930e-03
2.849999999999999756e-02,1.500000000000000222e-01,1.354603218750000983e-03
2.849999999999999756e-02,1.500000000000000222e-01,5.418412874999999594e-03
2.775000000000000036e-02,2.250000000000000056e-01,-6.594778828124999923e-03
2.775000000000000036e-02,2.250000000000000056e-01,-2.637911531249999449e-03
2.775000000000000036e-02,2.250000000000000056e-01,1.318955765625001242e-03
2.775000000000000036e-02,2.250000000000000056e-01,5.275823062500000632e-03
2.699999999999999969e-02,3.000000000000000444e-01,-6.416541562499999268e-03
2.699999999999999969e-02,3.000000000000000444e-01,-2.566616624999999100e-03
2.699999999999999969e-02,3.000000000000000444e-01,1.283308312500001068e-03
2.699999999999999969e-02,3.000000000000000444e-01,5.133233249999999935e-03
2.624999999999999903e-02,3.750000000000000000e-01,-6.238304296874999481e-03
2.624999999999999903e-02,3.750000000000000000e-01,-2.495321718749999185e-03
2.624999999999999903e-02,3.750000000000000000e-01,1.247660859375001111e-03
2.624999999999999903e-02,3.750000000000000000e-01,4.990643437500000106e-03
2.549999999999999836e-02,4.500000000000000111e-01,-6.060067031249998827e-03
2.549999999999999836e-02,4.500000000000000111e-01,-2.424026812499998837e-03
2.549999999999999836e-02,4.500000000000000111e-01,1.212013406250000936e-03
2.549999999999999836e-02,4.500000000000000111e-01,4.848053624999999409e-03
2.475000000000000117e-02,5.250000000000000222e-01,-5.881829765624999908e-03
2.475000000000000117e-02,5.250000000000000222e-01,-2.352731906249999356e-03
2.475000000000000117e-02,5.250000000000000222e-01,1.176365953125000979e-03
2.475000000000000117e-02,5.250000000000000222e-01,4.705463812500000446e-03
2.400000000000000050e-02,6.000000000000000888e-01,-5.703592500000000121e-03
2.400000000000000050e-02,6.000000000000000888e-01,-2.281436999999999441e-03
2.400000000000000050e-02,6.000000000000000888e-01,1.140718500000001022e-03
2.400000000000000050e-02,6.000000000000000888e-01,4.562874000000000617e-03
2.324999999999999983e-02,6.750000000000000444e-01,-5.525355234374999466e-03
2.324999999999999983e-02,6.750000000000000444e-01,-2.210142093749999093e-03
2.324999999999999983e-02,6.750000000000000444e-01,1.105071046875000847e-03
2.324999999999999983e-02,6.750000000000000444e-01,4.420284187499999920e-03
2.249999999999999917e-02,7.500000000000000000e-01,-5.347117968749999679e-03
2.249999999999999917e-02,7.500000000000000000e-01,-2.138847187499999612e-03
2.249999999999999917e-02,7.500000000000000000e-01,1.069423593750000890e-03
2.249999999999999917e-02,7.500000000000000000e-01,4.277694375000000090e-03
2.174999999999999850e-02,8.250000000000000666e-01,-5.168880703124999025e-03
2.174999999999999850e-02,8.250000000000000666e-01,-2.067552281249999263e-03
2.174999999999999850e-02,8.250000000000000666e-01,1.033776140625000716e-03
2.174999999999999850e-02,8.250000000000000666e-01,4.135104562499999394e-03
2.099999999999999784e-02,9.000000000000000222e-01,-4.990643437499999238e-03
2.099999999999999784e-02,9.000000000000000222e-01,-1.996257374999999348e-03
2.099999999999999784e-02,9.000000000000000222e-01,9.981286875000007584e-04
2.099999999999999784e-02,9.000000000000000222e-01,3.992514749999999564e-03
2.024999999999999717e-02,9.750000000000000888e-01,-4.812406171874998584e-03
2.024999999999999717e-02,9.750000000000000888e-01,-1.924962468749999000e-03
2.024999999999999717e-02,9.750000000000000888e-01,9.624812343750005841e-04
2.024999999999999717e-02,9.750000000000000888e-01,3.849924937499998867e-03
3.599999999999999728e-02,0.000000000000000000e+00,-7.202071967276434290e-03
3.599999999999999728e-02,0.000000000000000000e+00,-2.880828786910572935e-03
3.599999999999999728e-02,0.000000000000000000e+00,1.440414393455288202e-03
3.599999999999999728e-02,0.000000000000000000e+00,5.761657573821147606e-03
3.509999999999999926e-02,7.500000000000001110e-02,-7.022020168094523021e-03
3.509999999999999926e-02,7.500000000000001110e-02,-2.808808067237808515e-03
3.509999999999999926e-02,7.500000000000001110e-02,1.404404033618905775e-03
3.509999999999999926e-02,7.500000000000001110e-02,5.617616134475618764e-03
3.419999999999999429e-02,1.500000000000000222e-01,-6.841968368912611752e-03
3.419999999999999429e-02,1.500000000000000222e-01,-2.736787347565044094e-03
3.419999999999999429e-02,1.500000000000000222e-01,1.368393673782523565e-03
3.419999999999999429e-02,1.500000000000000222e-01,5.473574695130089922e-03
3.329999999999999627e-02,2.250000000000000056e-01,-6.661916569730702217e-03
3.329999999999999627e-02,2.250000000000000056e-01,-2.664766627892280106e-03
3.329999999999999627e-02,2.250000000000000056e-01,1.332383313946141571e-03
3.329999999999999627e-02,2.250000000000000056e-01,5.329533255784561947e-03
3.239999999999999825e-02,3.000000000000000444e-01,-6.481864770548790948e-03
3.239999999999999825e-02,3.000000000000000444e-01,-2.592745908219515685e-03
3.239999999999999825e-02,3.000000000000000444e-01,1.296372954109759361e-03
3.239999999999999825e-02,3.000000000000000444e-01,5.185491816439033105e-03
3.150000000000000022e-02,3.750000000000000000e-01,-6.301812971366879679e-03
3.150000000000000022e-02,3.750000000000000000e-01,-2.520725188546751264e-03
3.150000000000000022e-02,3.750000000000000000e-01,1.260362594273377150e-03
3.150000000000000022e-02,3.750000000000000000e-01,5.041450377093504263e-03
3.059999999999999526e-02,4.500000000000000111e-01,-6.121761172184968409e-03
